,title,overview,genre_ids,id,popularity
10,The Boss Baby: Family Business,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,"[16, 35, 12, 10751]",459151,633.597
11,Koati,"A coati, a butterfly and a frog join forces in order to avoid an evil snake that is destroying their homes.","[10402, 16]",554594,497.13599999999997
12,Monster Family 2,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf. Aided and abetted by their three pet bats, our Monster Family zooms around the world again to save their friends, make new monstrous acquaintances and finally come to the realization that ‘Nobody’s Perfect’ – even those with flaws can find happiness.","[16, 10751]",823609,493.63
13,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","[28, 12, 14]",436969,499.977
14,The Addams Family 2,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,"[16, 12, 35, 10751]",639721,471.517
15,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,"[16, 10751, 12, 35]",675445,475.101
16,Zone 414,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.","[878, 53, 9648]",675319,469.457
17,Masquerade,A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,[53],835551,400.95599999999996
18,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.","[28, 14, 12]",460465,421.375
19,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.","[35, 14, 12, 878]",425909,374.06800000000004
20,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.","[28, 14, 878]",399566,349.211
21,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.","[16, 35, 10751, 10402]",438695,309.915
22,The Stronghold,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",[53],637534,299.591
23,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately…murder.","[18, 80, 53]",644495,245.07
24,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.","[28, 14, 12]",458576,239.614
25,Separation,A young girl finds solace in her artist father and the ghost of her dead mother.,[27],760195,237.933
26,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.","[28, 878]",624860,217.658
27,The Misfits,"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.","[28, 53]",581644,173.326
28,Malignant,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.","[27, 9648, 53]",619778,159.224
29,Escape Room: Tournament of Champions,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before.","[27, 53, 9648]",585216,145.097
30,Parallel Mothers,"Two unmarried women who have become pregnant by accident and are about to give birth meet in a hospital room: Janis, middle-aged, unrepentant and happy; Ana, a teenager, remorseful and frightened.",[18],766798,183.562
31,The Ice Road,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.","[28, 12, 18, 53]",646207,135.17700000000002
32,Stand by Me Doraemon,"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?","[16, 10751, 878, 14]",265712,105.766
33,Annette,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.","[18, 10749, 10402]",424277,168.57
34,Don't Look Up,Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,"[18, 35, 878]",646380,111.475
35,The Marco Effect,"When 14-year-old Marco, a homeless Romani boy, is arrested at the Danish border for possession of a missing public servant's passport, police inspector Carl Mørck and his Department Q team are tasked with finding the connection. The old case contains several suspicious elements: The public servant was accused of pedophilia shortly before he disappeared, and his case was closed unusually quickly. But the silent, traumatized Marco refuses to talk to them and it's not long before he's on the run from those who intend to kill him because of what he knows.","[53, 80]",659940,120.311
36,Cry Macho,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.","[37, 18]",749274,98.773
37,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","[10749, 18, 80]",511809,80.181
38,Silent Night,"Nell, Simon, and their boy Art are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.","[27, 35, 18]",664574,70.971
39,Stillwater,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.","[18, 80, 53]",616651,78.493
40,Stand by Me Doraemon 2,"She and her beloved Shizuka are finally married! Nobita's childhood dream was supposed to come true on his wedding day, but for some reason, Nobita doesn't show up... One of the most popular episodes from the original story transcends time and space, and leads to Nobita's future. Doraemon and Nobita's great adventure begins in order to fulfill his grandmother's wish to see his bride at first sight. This is a story of tears and bonds, set in the past, present and future.",[16],728754,62.218999999999994
41,Spencer,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",[18],716612,69.77600000000001
42,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.","[18, 53, 27]",630240,72.774
43,Return of Chucky,"The fan movie follows the story of Andrew, a kid who finds a terrifying deteriorated Good Guy doll at the forest. Soon, a chain of blood is unleashed after several murders, which leaves the trail that the doll, named Chucky, is possessed, and will kill anyone who crosses in his way to complete his terrifying and dirty plan.",[],674164,63.343999999999994
44,Alvin and the Chipmunks,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.","[35, 10751, 14, 16]",6477,59.318999999999996
45,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","[16, 12, 35, 10751, 878, 28]",501929,66.51
46,The King's Man,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.","[28, 12, 53]",476669,60.25
47,Aquaman,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.","[28, 12, 14]",297802,60.398
48,Howl's Moving Castle,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","[14, 16, 12]",4935,58.713
49,Benedetta,"In the late 17th century, with plague ravaging the land, Benedetta Carlini joins the convent in Pescia, Tuscany, as a novice. Capable from an early age of performing miracles, Benedetta’s impact on life in the community is immediate and momentous.","[18, 36, 10749]",454527,56.964
50,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.","[35, 10751, 16, 14, 10402]",23398,47.77
51,Alvin and the Chipmunks: Chipwrecked,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.","[35, 14, 10751, 10402, 16]",55301,44.265
52,Belfast,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",[18],777270,44.667
53,Reminiscence,"Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",[878],579047,47.766999999999996
54,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.","[10752, 18, 28, 53]",530915,43.188
55,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",[18],550,46.729
56,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.","[18, 80, 53]",643532,58.625
57,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","[9648, 53, 18]",210577,53.371
58,The French Dispatch,"The quirky staff of an American magazine based in 1970s France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.","[18, 35, 10749]",542178,43.678999999999995
59,OSS 117: From Africa with Love,The third entry in secret agent OSS 117's parodic spy adventures.,"[12, 35, 28]",604563,43.21
60,Into the Storm,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.","[28, 53]",216282,37.62
61,Paddington,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.","[35, 12, 10751]",116149,30.842
62,The Rescue,Follows the rescue of a Thai soccer team trapped in a cave for 16 days.,"[99, 53]",680058,32.201
63,Antlers,"A young teacher discovers that her troubled student's father and younger brother harbor a deadly supernatural secret. Taking the boy into her care, the teacher must fight for their survival against horrors beyond imagination.","[27, 9648]",516329,37.413000000000004
64,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","[12, 16, 35, 10751]",258509,31.660999999999998
65,Jujutsu Kaisen 0: The Movie,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?","[16, 28, 12, 9648]",810693,36.435
66,Being the Ricardos,Follows Lucille Ball and Desi Arnaz as they face a crisis that could end their careers and another that could end their marriage.,"[18, 36]",517088,33.005
67,Ri¢hie Ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.","[35, 10751]",11011,30.55
68,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.","[12, 35, 10751]",346648,24.488000000000003
69,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.","[35, 10749, 18]",549053,41.71
70,Mr. & Mrs. Smith,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.","[28, 35, 18, 53]",787,26.217
71,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.","[27, 9648, 53]",9645,24.787
72,Edge of the World,"Biopic about Sir James Brooke, the British adventurer who became King of Sarawak in the 1840's and embarked on a lifelong crusade to end piracy and head-hunting - only to face charges of murder and piracy himself.","[12, 18, 36]",806690,30.495
73,Nightmare Alley,An ambitious young carny with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,"[18, 80, 9648, 53]",597208,33.566
74,Mary Poppins Returns,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.","[14, 10751, 35]",400650,28.389
75,Licorice Pizza,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.","[18, 35]",718032,25.074
76,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","[18, 9648, 53]",1124,24.93
77,Best Sellers,"A cranky, retired author reluctantly embarks on a final book tour to help out a young publisher.","[18, 35]",669659,31.128
78,The Tragedy of Macbeth,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","[18, 10752]",591538,18.915
79,Cleopatra,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.","[18, 36, 10749]",8095,22.956999999999997
80,Lamb,"An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.","[18, 27, 9648]",788929,20.776
81,El Chapo and the Curse of the Pirate Zombies,"A sexy soap opera actress, a Hollywood movie star /wannabe journalist and a Mexican drug lord fight zombie pirates.",[],670940,26.766
82,Mainstream,A young woman finds a path to internet stardom when she starts making videos with a charismatic stranger.,"[35, 18]",557950,30.026
83,The Hand of God,"In 1980s Naples, young  Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker.",[18],722778,21.22
84,The Nightingale,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.","[18, 53]",400090,28.771
85,The Wolf and the Lion,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.","[12, 10751]",780382,21.183000000000003
86,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","[80, 35]",107,23.803
87,Bad Luck Banging or Loony Porn,"Emi, a school teacher, finds her career and reputation under threat after a personal sex tape is leaked on the Internet. Forced to meet the parents demanding her dismissal, Emi refuses to surrender to their pressure.","[35, 18]",790496,16.588
88,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.","[28, 18, 878, 53]",6950,16.846
89,Unfriended: Dark Web,"​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.","[27, 9648, 53]",505058,21.441
90,Upon the Magic Roads,"Romantic John the Fool and his friend Foal set out on a series of unpredictable adventures in different magical worlds. The two buddies will have to outsmart an evil tyrant king, catch the firebird, and find John’s true love.","[12, 14]",576784,14.165
91,Prisoners of the Ghostland,"In the treacherous frontier city of Samurai Town, a ruthless bank robber is sprung from jail by wealthy warlord The Governor, whose adopted granddaughter Bernice has gone missing. The Governor offers the prisoner his freedom in exchange for retrieving the runaway. Strapped into a leather suit that will self-destruct within five days, the bandit sets off on a journey to find the young woman—and his own path to redemption.","[28, 53]",523638,28.099
92,Midnight in the Switchgrass,"FBI Agent Karl Helter and his partner Rebecca Lombardo are very close to busting a sex-trafficking ring. When they realize their investigation has crossed the path of a brutal serial killer, they team up with a Texas Ranger to put an end to the infamous 'Truck Stop Killer'.","[80, 9648, 53, 28]",693113,17.8
93,The Humans,"Erik Blake has gathered three generations of his Pennsylvania family to celebrate Thanksgiving at his daughter’s apartment in lower Manhattan. As darkness falls outside and eerie things start to go bump in the night, the group’s deepest fears are laid bare.",[18],588367,17.812
94,The Electrical Life of Louis Wain,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.","[18, 36]",617762,17.909000000000002
95,Toma,"Biopic about Toma Zdravkovic, the man who is remembered not only for his songs and unique way he was singing them, but also as a bohemian, both in his behavior and his soul.","[18, 10402, 36]",729679,13.394
96,Swan Song,"In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate.","[18, 878]",765245,19.337
97,Rumble,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.","[10751, 35, 16]",598331,19.928
98,The Last Warrior 3,"Now that Ivan is about to turn 21, he is now grown up and finally old enough to marry the beautiful Vasilisa. But when Vasilisa is kidnapped and trapped in modern Moscow, Ivan and his friends must travel to the present day to rescue her.","[14, 12]",598014,12.25
99,BELLE,"Suzu is a 17-year-old high school student living in a rural town with her father. Wounded by the loss of her mother at a young age, Suzu one day discovers the massive online world ""U"" and dives into this alternate reality as her avatar, Belle. Before long, all of U's eyes are fixed on Belle, when, suddenly, a mysterious dragon-like figure appears before her.","[16, 18, 878]",776305,14.634
100,The Worst Person in the World,"Chronicles four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.","[35, 18, 10749]",660120,12.761
101,The Lost Girls,"Like her grandmother and her mother Jane before her, Wendy must escape Pan's hold on her and the promise he wants her to keep. As her daughter Berry comes into Pan's orbit, Wendy must fight to save her relationship with her daughter while reconciling her legacy.","[18, 14]",762006,19.267
102,Mamá o papá,"Flora and Victor are fun, modern, caring parents. That is, until they decide to get a divorce, and the perfect job opportunity turns up for them. They now have one problem: custody.","[35, 10751]",755437,16.427
103,Dogtanian and the Three Muskehounds,"France, 17th century, under the reign of Louis XIII. Dogtanian is an impetuous and innocent peasant from Gascony, as well as a skilled swordsman, who travels to Paris with the purpose of making his dream come true: to join the Corps of Muskehounds of the Royal Guard.","[16, 35, 12, 10751]",768726,14.997
104,Drive My Car,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanja at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",[18],758866,17.479
105,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",[27],11298,17.409000000000002
106,Bergman Island,"An English-German filmmaking couple retreat to Fårö for the summer to each write screenplays for their upcoming films in an act of pilgrimage to the place that inspired Ingmar Bergman. As the summer and their screenplays advance, the lines between reality and fiction start to blur against the backdrop of the Island's wild landscape.","[18, 10749]",477044,8.665
107,Bloody Hell,"A man with a mysterious past flees the country to escape his own personal hell... only to arrive somewhere much worse. In an effort to survive this new horror, he turns to his personified conscience.","[27, 35]",696822,14.481
108,Nine Days,A reclusive man conducts a series of interviews with human souls for a chance to be born.,"[18, 14]",607430,12.029000000000002
109,A Perfect Enemy,"Successful architect Jeremy Angust is approached on his trip to the Tokyo International Airport by a chatty girl called Texel Textor. She is a strange young woman who seems to be looking for captive victims whom she forces to listen to her strange stories. Jeremy loses the flight because of Texel and once they are installed in the lounge area, he will not be able to get rid of the annoying stranger. Although the meeting seems fortuitous, soon there be a turn that will transform the character of that encounter into something much more sinister and criminal.","[53, 18]",655917,10.614
110,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.","[28, 12, 18, 53]",2320,16.504
111,Checkered Ninja 2,"In “CHECKERED NINJA 2”, we again follow the boy Alex and Checkered Ninja on a frantic hunt for the villain from the first movie Phillip Eppermint. Because Eppermint manages to evade a prison sentence in Thailand, CHECKERED Ninja comes alive and seeks out Alex. Together, and with Alex’s entire family, they now have to go to Thailand to bust Eppermint. Alex and Checkered Ninja are swooped up into a dangerous mission, where their friendship sometimes comes under intense pressure.","[16, 35]",778819,17.625999999999998
112,The Lost Daughter,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,[18],554230,11.984000000000002
113,France,"A celebrity journalist, juggling her busy career and personal life, has her life over-turned by a freak car accident.","[35, 18]",602334,9.908999999999999
114,Mama Weed,A translator working for the police gets involved in the other side of drug dealing.,"[18, 80, 35]",575463,8.77
115,Eighth Grade,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,"[35, 18]",489925,13.422
116,Rifkin's Festival,"The story of a married American couple who go to the San Sebastian Film Festival. They get caught up in the magic of the festival, the beauty and charm of Spain and the fantasy of movies. She has an affair with a brilliant French movie director, and he falls in love with a beautiful Spanish woman who lives there.","[10749, 35]",606876,14.99
117,Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,"[14, 35, 18]",536869,14.38
118,The Nest,"Rory is an ambitious entrepreneur who brings his American wife and kids to his native country, England, to explore new business opportunities. After abandoning the sanctuary of their safe American suburban surroundings, the family is plunged into the despair of an archaic '80s Britain and their unaffordable new life in an English manor house threatens to destroy the family.","[18, 10749]",545237,11.387
119,Cyrano,"A man ahead of his time, Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous Roxanne, Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love, at first sight, with Christian.","[18, 10749]",730047,8.826
