,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
10,False,/3NiiRAKt2L5bUuAvSOkv6Yn7u6T.jpg,"[28, 12, 878]",624860,en,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",282.839,/xLNtaLaHudIzOqdEZ7R3lcDLrQQ.jpg,2021-12-16,The Matrix Resurrections,False,8.9,11
11,False,/jdLsmpqmP1wTdFUPtmxMnYgoifT.jpg,"[18, 80, 53]",644495,en,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately…murder.",213.766,/cy6fvTf9YqehVhReYnm5cc3GqhZ.jpg,2021-11-24,House of Gucci,False,6.9,299
12,False,/wPjtacig0kIkVcTQmXoNt6jbMwo.jpg,"[28, 35]",617502,en,Jolt,"Lindy is an acid-tongued woman with rage issues who controls her temper by shocking herself with an electrode vest. One day she makes a connection with Justin, who gives her a glimmer of hope for a shock-free future, but when he’s murdered she launches herself on a revenge-fueled rampage in pursuit of his killer.",182.334,/gYZAHan5CHPFXORpQMvOjCTug4E.jpg,2021-07-15,Jolt,False,6.8,790
13,False,/ovggmAOu1IbPGTQE8lg4lBasNC7.jpg,[878],412656,en,Chaos Walking,"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",117.179,/9kg73Mg8WJKlB9Y2SAJzeDKAnuB.jpg,2021-02-24,Chaos Walking,False,6.8,1420
14,False,/9fzNf2QcsHVvdx5g5QUOgAWpADw.jpg,"[27, 9648]",516329,en,Antlers,"A young teacher discovers that her troubled student's father and younger brother harbor a deadly supernatural secret. Taking the boy into her care, the teacher must fight for their survival against horrors beyond imagination.",89.152,/klsDRXM68wV7vZTTaAOuu62VNA1.jpg,2021-10-28,Antlers,False,6.2,85
15,False,/g8dafKwLfaueQ5GK0qjKTkRCBAA.jpg,[99],899082,en,Harry Potter 20th Anniversary: Return to Hogwarts,"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",113.395,/9vcy1wePRaoPKPqWEg0sEAfvOtA.jpg,2022-01-01,Harry Potter 20th Anniversary: Return to Hogwarts,False,0.0,0
16,False,/r4VQbiydjDH7ULo1HWjkkrNt3da.jpg,"[10749, 18, 80]",511809,en,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",82.496,/zeAZTPxV5xZRNEX3rZotnsp7IVo.jpg,2021-12-08,West Side Story,False,7.5,81
17,False,/2nU5H8XIgtMkJrxsryP6nJuAHQ.jpg,"[16, 18, 12, 10751]",805051,en,Smelliville,"The Oggly family arrive at the municipal rubbish dump of Smelliville and must look for a new home, but they never feel really welcome anywhere. They stink and are for most humans just a tad too oggly. When Firebottom, the family dragon, crash-lands on the run-down rubbish tip of the small town of Smelliville, the Ogglies at once feel at home. And it's here they want to stay.",66.33,/w7PJ7fBEYOuaAMKfYa4zmw45v3N.jpg,2021-01-01,The Ogglies: Welcome to Smelliville,False,7.5,34
18,False,/2nJJxHjBTDVDIbpHylCsDVQ3alG.jpg,[18],716612,en,Spencer,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",66.007,/7GcqdBKaMM9BWXWN07BirBMkcBF.jpg,2021-11-04,Spencer,False,7.4,214
19,False,/x3UVh44oov4LGkAg2zVFXoPeYra.jpg,"[18, 53, 27]",630240,fr,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",71.278,/AeQC4gFwkIvjAwnSd2RPAlgs1VE.jpg,2021-07-14,Titane,False,6.6,410
20,False,/nJYAAOk74VjPlwz34jWFh8MPw2r.jpg,"[27, 35, 18]",664574,en,Silent Night,"Nell, Simon, and their boy Art are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",65.427,/bfUO1SBTfgcK77em3lOuRFY2uLc.jpg,2021-12-03,Silent Night,False,6.4,56
21,False,/4OTYefcAlaShn6TGVK33UxLW9R7.jpg,"[28, 12, 53]",476669,en,The King's Man,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",70.188,/nj5HmHRZsrYQEYYXyAusFv35erP.jpg,2021-12-21,The King's Man,False,0.0,0
22,False,/qKVOTKPPtvoXd75L1HOSBPLtKWS.jpg,"[16, 28, 14, 878]",761898,ja,劇場版 ソードアート・オンライン プログレッシブ 星なき夜のアリア,"One month after Kayaba Akihiko's game of death began, the death toll continues to rise, two thousand players having already lost their lives to the ultra-difficult VRMMO world of Sword Art Online. On the day of the strategy meeting to plan out the first-floor boss battle, Kirito, a solo player who vows to fight alone to get stronger, runs into a rare, high-level female player. She gracefully dispatches powerful monsters with a single rapier that flashes like a shooting star in the night...",49.405,/ndTpuCStuEcCNNznnTwyGXJRvBn.jpg,2021-10-30,Sword Art Online the Movie -Progressive- Aria of a Starless Night,False,9.3,4
23,False,,[],674164,en,Return of Chucky,"The fan movie follows the story of Andrew, a kid who finds a terrifying deteriorated Good Guy doll at the forest. Soon, a chain of blood is unleashed after several murders, which leaves the trail that the doll, named Chucky, is possessed, and will kill anyone who crosses in his way to complete his terrifying and dirty plan.",48.922,/oHBhzKR2QViBakHdVpQq7E0cyfa.jpg,2021-12-31,Return of Chucky,False,0.0,0
24,False,/vwBa7djy1oxfxUjc7YtVgGNsjrT.jpg,"[14, 16, 12]",4935,ja,ハウルの動く城,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",54.76,/TkTPELv4kC3u1lkloush8skOjE.jpg,2004-11-19,Howl's Moving Castle,False,8.4,6869
25,False,/rcEDPOOOUTLFxLLQJggfLffbofe.jpg,"[16, 28, 12, 9648]",810693,ja,劇場版 呪術廻戦 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",40.662,/eiSlgyx7G61Ey69K9MmCw9OaHMA.jpg,2021-12-24,Jujutsu Kaisen 0: The Movie,False,0.0,0
26,False,/oKL8y3MoXtsEMVo2MlPiUaAHWJz.jpg,"[35, 12, 28]",604563,fr,OSS 117 : Alerte rouge en Afrique noire,The third entry in secret agent OSS 117's parodic spy adventures.,37.283,/6J0F1q9cJstqHbtaoS9nTQ4oCbx.jpg,2021-08-04,OSS 117: From Africa with Love,False,5.8,291
27,False,/voi88IfoNAykXAEd0zrnczNM8LF.jpg,"[18, 36, 10749]",454527,fr,Benedetta,"In the late 17th century, with plague ravaging the land, Benedetta Carlini joins the convent in Pescia, Tuscany, as a novice. Capable from an early age of performing miracles, Benedetta’s impact on life in the community is immediate and momentous.",43.926,/7eJfB8ZwnspJV4IwREbRrfiyVag.jpg,2021-07-09,Benedetta,False,6.8,227
28,False,/4RSN2vVKk7M9QhpQfomQjW1JDiU.jpg,[18],777270,en,Belfast,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",38.812,/3mInLZyPOVLsZRsBwNHi3UJXXnm.jpg,2021-11-11,Belfast,False,7.0,46
29,False,/mE0sGZ4CyzibmBG7FYan5CIKuag.jpg,"[18, 80, 53]",643532,en,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",36.875,/y5DNLVg0gPiGSkuK4yFc4fjQ42Q.jpg,2021-09-03,The Card Counter,False,6.4,239
30,False,/1KIWr83GPeO1Z54lndzs2H4OoBe.jpg,"[18, 53]",663260,fr,Boîte noire,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threatan far more than his career...",31.619,/jIfFFC4YwiI8TVaGtbl1eT9BRaI.jpg,2021-09-08,Black Box,False,7.7,265
31,False,/3xTWG4j9GSUKgkcSR4GeCkd103p.jpg,"[18, 80, 9648, 53]",597208,en,Nightmare Alley,An ambitious young carny with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,32.999,/uucw4HwFKRq4OcrzLVHDiNpGngI.jpg,2021-12-02,Nightmare Alley,False,8.0,8
32,False,/lbU0I0YWSgSm0GuMZbSvHmxO8gy.jpg,"[18, 9648, 27]",788929,is,Dýrið,"An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.",30.643,/gP9yviboTGWGolqUZKIB1UkF1C2.jpg,2021-08-12,Lamb,False,6.7,171
33,False,/9tPV2VnrikL8LPcKnnGODU9P9Ma.jpg,"[18, 35]",718032,en,Licorice Pizza,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",24.782,/jD98aUKHQZNAmrk0wQQ9wmNQPnP.jpg,2021-11-26,Licorice Pizza,False,7.5,10
34,False,/7i6F8CiBDHrZ1THxlsjF9EiSkXd.jpg,"[16, 35]",778819,da,Ternet Ninja 2,"In “CHECKERED NINJA 2”, we again follow the boy Alex and Checkered Ninja on a frantic hunt for the villain from the first movie Phillip Eppermint. Because Eppermint manages to evade a prison sentence in Thailand, CHECKERED Ninja comes alive and seeks out Alex. Together, and with Alex’s entire family, they now have to go to Thailand to bust Eppermint. Alex and Checkered Ninja are swooped up into a dangerous mission, where their friendship sometimes comes under intense pressure.",39.444,/23itzX1Xm8fro9gy5gkpKoA9Mad.jpg,2021-08-19,Checkered Ninja 2,False,6.0,9
35,False,/oqtAlHqntNqjzDXbwu2KCkSkKxz.jpg,"[18, 35]",669659,en,Best Sellers,"A cranky, retired author reluctantly embarks on a final book tour to help out a young publisher.",25.824,/ltGLKabCfw3ncCGsQ1aQEvWFCcf.jpg,2021-09-17,Best Sellers,False,6.4,30
36,False,/sfCptvwspPrO4RZ3y06GYyTEfE3.jpg,"[18, 53]",644583,en,The Mauritanian,A detainee at the U.S military's Guantanamo Bay detention center is held without charges for over a decade and seeks help from a defense attorney for his release.,23.689,/lIADEa6oH74uUapjsPbNRzxus8M.jpg,2021-02-10,The Mauritanian,False,7.5,580
37,False,/7Cp11vte6kD5vlYMfrbD2MHvTak.jpg,"[18, 53]",400090,en,The Nightingale,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.",26.803,/hWA8QwSM1kJYMoTANEPoqrqBapg.jpg,2018-09-23,The Nightingale,False,7.1,337
38,False,/XyDTyCYne4WilIyZy1pspa3EKn.jpg,"[18, 878]",765245,en,Swan Song,"In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate.",28.44,/4b65jVx7b0CZGkXX4nOUGvTvZ07.jpg,2021-12-17,Swan Song,False,0.0,0
39,False,/1BqX34aJS5J8PefVnQSfQIEPfkl.jpg,"[80, 28, 53]",826749,en,Fortress,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",35.162,/m76LAg0MchIcIW9i4yXsQPGQJJF.jpg,2021-12-17,Fortress,False,5.0,3
40,False,,[],670940,en,El Chapo and the Curse of the Pirate Zombies,"A sexy soap opera actress, a Hollywood movie star /wannabe journalist and a Mexican drug lord fight zombie pirates.",23.284,/2eMfBOxibBcDQBbtwrLg7rGV0wD.jpg,2021-12-31,El Chapo and the Curse of the Pirate Zombies,False,0.0,0
41,False,/vo9MRyCMBAdSqZgkI70AfVg8ISI.jpg,"[12, 35, 10751]",754067,fr,Mystère,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",31.816,/kaqCExbRELkJ7qJhFrvCHX5q9aD.jpg,2021-12-15,Mystère,False,0.0,0
42,False,/hVom0Vdf7PqtAf0HSXgwlx6Fq1L.jpg,"[18, 14]",762006,en,The Lost Girls,"Like her grandmother and her mother Jane before her, Wendy must escape Pan's hold on her and the promise he wants her to keep. As her daughter Berry comes into Pan's orbit, Wendy must fight to save her relationship with her daughter while reconciling her legacy.",20.312,/ceNnoRbBcumsbqyVrrlf8u3odn.jpg,2021-12-25,The Lost Girls,False,0.0,0
43,False,,[18],847821,ca,Lo que sabemos,"Carla, a young waitress, dreaming of a better life, is invited to spend an afternoon at the beach with Victor, a captivating classmate, and his peculiar friends. Between both appears an immediate attraction, which grows intensely and deeply, and that will change their lives forever.",22.868,/ulCSi83gWcBV1mKJp4ZML3dIegU.jpg,2021-12-14,What We Know,False,0.0,0
44,False,,"[35, 10751]",755437,es,Mamá o papá,"Flora and Victor are fun, modern, caring parents. That is, until they decide to get a divorce, and the perfect job opportunity turns up for them. They now have one problem: custody.",28.109,/mHIEk1nOMMCwB84MEFalys7OBGt.jpg,2021-12-17,Mamá o papá,False,0.0,0
45,False,/q0Jv1Hd8V80aH46eQ9dDgabSFCw.jpg,"[18, 10402, 36]",729679,sr,Toma,"Biopic about Toma Zdravkovic, the man who is remembered not only for his songs and unique way he was singing them, but also as a bohemian, both in his behavior and his soul.",19.05,/6YRxzSXPytyG5xrfOb87VzR041n.jpg,2021-12-20,Toma,False,0.0,0
46,False,/vYAuEi9NO23JeutE1REn6RkZUTj.jpg,"[12, 10751]",780382,en,Le loup et le lion,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",18.919,/oIBdL9Jlj9HYqwPo2UP4KRSALlK.jpg,2021-10-13,The Wolf and the Lion,False,6.3,23
47,False,/wP28rWRjcD1994uSLXAg0MZmUK7.jpg,"[35, 18]",790496,ro,Babardeala cu bucluc sau porno balamuc,"Emi, a school teacher, finds her career and reputation under threat after a personal sex tape is leaked on the Internet. Forced to meet the parents demanding her dismissal, Emi refuses to surrender to their pressure.",20.693,/zUTkjET8VUwvbvSHtn0Lou7xwyZ.jpg,2021-04-16,Bad Luck Banging or Loony Porn,False,6.6,47
48,False,/dT4BGGOpMsUgAnKnTT4KHDDklVt.jpg,[18],554230,en,The Lost Daughter,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,24.259,/t1oLNRFixpFOVsyz1HCqCUW3wiW.jpg,2021-12-17,The Lost Daughter,False,0.0,0
49,False,,[99],906141,en,Le Collectionneur Danois : De Delacroix à Gauguin,Wilhelm Hansen was a visionary businessman who lived in Denmark in the 19th century. He was one of the few collectors to take an interest in Impressionist painters at a time when they were attacked and denigrated. The film takes us to Hansen's summer house on the outskirts of Copenhagen and takes us on a tour of the extraordinary exhibition at the Royal Academy in London dedicated to his collection.,22.499,/wd0hoJLvwEPgaGsFP22b0FDDOSM.jpg,2021-12-14,Exhibition On Screen: The Danish Collector - Delacroix To Gauguin,False,0.0,0
50,False,/znpokr30qWVJztgO3t98PVyFLdC.jpg,"[18, 36]",617762,en,The Electrical Life of Louis Wain,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.",15.894,/u1KQ8ZDvdmetAKlsCbglKhKn5Qp.jpg,2021-10-21,The Electrical Life of Louis Wain,False,7.0,74
51,False,/esOyr2JE2mpvNpNZLqszRSnrnap.jpg,[18],758866,ja,ドライブ・マイ・カー,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanja at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",24.932,/3ywSXx2KITujZaO9Eb8MHHFCZPA.jpg,2021-08-18,Drive My Car,False,7.5,75
52,False,/8HbqSozBJxv6UldR9lMUECUlbLI.jpg,[878],430155,ru,Кома,"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent.",19.091,/ijJm0RSeKIr67qkHLtSmtigS6ra.jpg,2019-11-19,Coma,False,6.3,326
53,False,/rXRf5Okqg0FzDpmZkt4wly2asB2.jpg,"[18, 53]",672208,fa,قهرمان,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned.",26.152,/5VBPRWW13OJoiLA6suLofnjLKou.jpg,2021-12-15,A Hero,False,0.0,0
54,False,/yfZgMbRieUEJr4ROvj5cqATly25.jpg,"[14, 12]",598014,ru,Последний богатырь: Посланник тьмы,"Now that Ivan is about to turn 21, he is now grown up and finally old enough to marry the beautiful Vasilisa. But when Vasilisa is kidnapped and trapped in modern Moscow, Ivan and his friends must travel to the present day to rescue her.",18.399,/ylzz41fKo0x15N1kGoXC8mEWrxT.jpg,2021-12-23,The Last Warrior 3,False,0.0,0
55,False,,[],833428,fr,Chère Léa,"Jonas, a 40 something Parisian, is still desperately in love with his ex-girlfriend Léa. When he knocks on her door to confess his feelings and she turns him down, he ends up at the café downstairs. Inspiration strikes and he sits down to write her a long love letter, dodging everything he was supposed to do that day. What begins as a last attempt to get her back surprisingly turns into a vivid musing on the state of his life. Over the course of a day, helped by a wisecracking bartender and an array of patrons from the neighborhood, Jonas has to face his past relationships, his uncertain future and, most of all, himself.",25.162,/in05xMgRA1ING67eAcON73VSr2J.jpg,2021-12-15,The Love Letter,False,0.0,0
56,False,/7beih8MLbWkx8iRtIffBMi2bHZL.jpg,[27],11298,en,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",16.107,/nRTonikdpMUYr3y3RXESLBhRUov.jpg,1981-01-21,The Howling,False,6.5,506
57,False,,[99],842356,fr,La Panthère des neiges,"High up on the Tibetan plateau. Amongst unexplored and inaccessible valleys lies one of the last sanctuaries of the wild world, where rare and undiscovered fauna lives.  Vincent Munier, one of the world’s most renowned wildlife photographers takes the adventurer and novelist Sylvain Tesson (In the Forest of Siberia) with him on his latest mission. For several weeks, they’ll explore these valleys searching for unique animals and try to spot the snow leopard, one of the rarest and most difficult big cats to approach.",23.607,/gS3kdrSgShLhaTGZ4pzC3HpTHsA.jpg,2021-12-15,The Velvet Queen,False,8.0,1
58,False,/2bkkKlk6GuEYZ4DL7mfSGSvxyB1.jpg,"[18, 53]",553884,en,Glass Jaw,"Glass Jaw is the redemption story of Travis Austin, a one time champion boxer who goes to prison and loses everything. After his release, he experiences the trials and tribulations of redeeming his reputation, his belt, and his true love.",22.98,/kkrI87cjUIny32LB0nEIojVhMx0.jpg,2021-12-16,Glass Jaw,False,9.0,1
59,False,,"[12, 16, 10751, 14]",588917,fr,Princesse Dragon,"Bristle is a little girl raised by dragons, but when her father, Dragon, has to pay the Sorcerog using his second most valuable asset, he offers her Bristle – throwing her into an infinite sadness and forcing her to flee the family cave. Bristle then embarks on a journey to discover the world of men.",22.707,/3xyYyfWTVPObEklxixstzUvklvh.jpg,2021-12-15,Princess Dragon,False,0.0,0
60,False,/92wS1N979zfh9nBwp8pHf5Qe012.jpg,"[28, 18, 53, 80]",690957,te,పుష్పా - The Rise,,22.639,/jFHbrNh6LMnKKSz7nlflFyrwK5T.jpg,2021-12-16,Pushpa: The Rise – Part 1,False,0.0,0
61,False,/mcQgJki4hj8uQXxLMiKdAZBynEj.jpg,[99],676172,fr,Noël et sa mère,"Noel and his mother Michelle form a strange couple. They cannot live without one another but as soon as they get together the atmosphere becomes highly charged. Through long conversations and moments of silence, the exploration of a mother-son relationship in its most tragical as well as its most comical details.",22.501,/2ooZkT3hL5MDEhQeVF7oxiA25ul.jpg,2021-12-15,Noël and His Mother,False,0.0,0
62,False,/yNyZjsY7ELd2gFZJ46m96oZ2aEU.jpg,[35],770554,fr,Mes très chers enfants,,22.46,/3c7RYJqR868Pum6YjecL9ih5XVb.jpg,2021-12-15,Mes très chers enfants,False,0.0,0
63,False,/o1AX59HUGvLKhHVPJtxU31LDh4h.jpg,[99],906220,fr,Tilo Koto,,22.296,/v9rprN5IGf28sJH7xS59NgJRjzQ.jpg,2021-12-15,Tilo Koto,False,0.0,0
64,False,/1o2NLhnxBOS2UJj9SRFybMzwcKU.jpg,[18],727293,en,The Tender Bar,"J.R. is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — J.R. begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar.",21.739,/qQriRfDfR9a2agLybu58T45yKRB.jpg,2021-12-17,The Tender Bar,False,8.0,0
65,False,/7y6R59LHLDahZdQw5ZjKbsSTdjV.jpg,"[27, 53, 9648]",723377,en,The Scary of Sixty-First,Two roommates’ lives are upended after finding out that their new Manhattan apartment harbors a dark secret.,20.352,/i2sJ3zGZe823QTW3pzojwtitqCY.jpg,2021-12-17,The Scary of Sixty-First,False,0.0,0
66,False,/4g0x9LIgt3YSfNCZLU3M4IW5LUt.jpg,[99],804868,no,The Quest for Tonewood,Violin maker Gaspar wants to make a violin out of a special kind of tree that Antonio Stradivari used 300 years ago. A tree so rare that it may or may not exist anymore.,21.63,/x1hG67rZI05TgTrF7ZRWFVC0X5u.jpg,2021-12-15,The Quest for Tonewood,False,0.0,0
